Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,Value new (USD),Value used (USD),Launch date,Exit date
76044-1,DC Comics Super Heroes,Batman v Superman: Dawn of Justice,2016,Clash of the Heroes,2,92,11.99,12.99,15.99,14.99,5702015597579,673419250351,15.6972,14.097,4.4958,0.1406135,,0,0,0,,0,0,22.9100,10.0500,01/01/2016,31/12/2017
76045-1,DC Comics Super Heroes,Batman v Superman: Dawn of Justice,2016,Kryptonite Interception,3,306,29.99,29.99,39.99,34.99,,673419250368,35.4076,19.1008,5.8928,0.4989512,,0,0,0,,0,0,66.5400,44.1500,01/01/2016,31/12/2017
76046-1,DC Comics Super Heroes,Batman v Superman: Dawn of Justice,2016,Heroes of Justice: Sky High Battle,5,517,54.99,59.99,74.99,69.99,,673419250375,38.2016,26.2128,7.0612,0.7491,,0,0,0,,0,0,53.5000,45.0000,01/01/2016,31/12/2016
76047-1,Marvel Super Heroes,Captain America: Civil War,2016,Black Panther Pursuit,3,287,29.99,29.99,39.99,34.99,,673419250382,35.4076,19.1008,7.0104,0.5533822,,0,0,0,,0,0,70.8700,25.2100,01/03/2016,31/12/2017
76048-1,Marvel Super Heroes,Avengers,2016,Iron Skull Sub Attack,4,335,29.99,29.99,39.99,34.99,,673419250399,35.4076,19.1008,7.0104,0.5715259,,0,0,0,,0,0,50.3800,41.6400,01/01/2016,31/12/2016
76049-1,Marvel Super Heroes,Avengers,2016,Avenjet Space Mission,5,523,49.99,59.99,74.99,69.99,,673419250405,38.2016,26.2128,5.6388,0.70824,,0,0,0,,0,0,125.6000,87.0800,01/01/2016,31/12/2016
76050-1,Marvel Super Heroes,Captain America: Civil War,2016,Crossbones' Hazard Heist,3,179,19.99,19.99,24.99,24.99,,673419250412,26.2128,19.1008,6.096,0.3447299,,0,0,0,,0,0,37.3900,18.2600,01/03/2016,31/12/2016
76051-1,Marvel Super Heroes,Captain America: Civil War,2016,Super Hero Airport Battle,7,807,74.99,79.99,99.99,79.99,,673419250429,54.0004,28.194,7.8486,1.202019,,0,0,0,,0,0,163.1800,106.8800,01/03/2016,31/12/2017
76052-1,DC Comics Super Heroes,Batman Classic TV Series,2016,Batman Classic TV Series - Batcave,9,2526,239.99,269.99,329.99,249.99,5702015597654,,58.2,48,12.4,,,0,0,0,,0,0,232.0000,177.0700,01/03/2016,31/12/2017
76053-1,DC Comics Super Heroes,Batman,2016,Gotham City Cycle Chase,3,224,19.99,19.99,24.99,24.99,,673419250443,26.2128,19.1008,4.5974,0.3311222,,0,0,0,,0,0,27.5100,13.9000,01/03/2016,31/12/2017
76054-1,DC Comics Super Heroes,Batman,2016,Batman: Scarecrow Harvest of Fear,5,563,64.99,59.99,74.99,69.99,,673419250450,48.006,28.194,6.096,0.9389355,,0,0,0,,0,0,79.8000,50.0000,01/06/2016,31/12/2017
76055-1,DC Comics Super Heroes,Batman,2016,Batman: Killer Croc Sewer Smash,5,759,74.99,79.99,99.99,79.99,,673419250689,54.0004,28.194,7.8486,1.138516,,0,0,0,,0,0,120.1700,95.6200,01/06/2016,31/12/2017
76056-1,DC Comics Super Heroes,Batman,2016,Batman: Rescue from Ra's al Ghul,4,257,39.99,29.99,39.99,34.99,5702015597692,673419250467,35.4,19.1,5.9,,,0,0,0,,0,0,53.0500,40.7600,01/06/2016,31/12/2017
76057-1,Marvel Super Heroes,Spider-Man,2016,Spider-Man: Web Warriors Ultimate Bridge Battle,7,1092,99.99,99.99,129.99,99.99,5702015597708,673419250474,48.006,37.7952,9.398,1.791688,,0,0,0,,0,0,229.0600,173.6500,01/06/2016,31/12/2017
76058-1,Marvel Super Heroes,Spider-Man,2016,Spider-Man: Ghost Rider Team-Up,3,217,19.99,19.99,24.99,24.99,,673419250481,26.2128,19.1008,4.5974,0.3129785,,0,0,0,,0,0,69.0500,37.7100,01/06/2016,31/12/2017
76059-1,Marvel Super Heroes,Spider-Man,2016,Spider-Man: Doc Ock's Tentacle Trap,5,446,49.99,39.99,49.99,49.99,,673419250498,38.2016,26.2128,5.6388,0.6531725,,0,0,0,,0,0,65.8200,38.6900,01/06/2016,31/12/2017
76060-1,Marvel Super Heroes,Doctor Strange,2016,Doctor Strange's Sanctum Sanctorum,3,358,29.99,29.99,39.99,34.99,5702015597739,673419250504,35.4,19.1,5.9,,,0,0,0,,0,0,49.6500,36.6300,01/08/2016,31/07/2017
76061-1,DC Comics Super Heroes,Mighty Micros,2016,Mighty Micros: Batman vs. Catwoman,2,79,8.99,9.99,12.99,9.99,5702015597746,673419250511,12.192,14.097,4.5974,0.08626,,0,0,0,,0,0,12.7300,7.3700,01/03/2016,31/12/2016
76062-1,DC Comics Super Heroes,Mighty Micros,2016,Mighty Micros: Robin vs. Bane,2,77,8.99,9.99,12.99,9.99,5702015597753,673419250528,12.192,14.097,4.5974,0.07718,,0,0,0,,0,0,13.1500,8.3100,01/03/2016,31/12/2016
76063-1,DC Comics Super Heroes,Mighty Micros,2016,Mighty Micros: The Flash vs. Captain Cold,2,88,8.99,9.99,12.99,9.99,5702015597760,673419250535,12.192,14.097,4.5974,0.08626,,0,0,0,,0,0,20.2600,7.5900,01/03/2016,31/12/2016
76064-1,Marvel Super Heroes,Mighty Micros,2016,Mighty Micros: Spider-Man vs. Green Goblin,2,85,8.99,9.99,12.99,9.99,5702015597777,673419250542,12.192,14.097,4.5974,0.08172,,0,0,0,,0,0,13.1100,10.3800,01/03/2016,31/12/2016
76065-1,Marvel Super Heroes,Mighty Micros,2016,Mighty Micros: Captain America vs. Red Skull,2,95,8.99,9.99,12.99,9.99,5702015597784,673419250658,12.192,14.097,4.5974,0.09534,,0,0,0,,0,0,15.0200,8.6600,01/03/2016,31/12/2016
76066-1,Marvel Super Heroes,Mighty Micros,2016,Mighty Micros: Hulk vs. Ultron,2,80,8.99,9.99,12.99,9.99,5702015597791,673419250665,12.192,14.097,4.5974,0.08626,,0,0,0,,0,0,20.2500,5.4600,01/03/2016,31/12/2016
76067-1,Marvel Super Heroes,Captain America: Civil War,2016,Tanker Truck Takedown,4,330,39.99,29.99,39.99,34.99,,673419250672,35.4,19.1,5.9,,,0,0,0,,0,0,83.0000,50.2300,01/08/2016,31/12/2017
241601-1,Elves,Magazine Gift,2016,Miku The Dragon,,12,3.5,,,,,,,,,,,0,0,0,,0,0,4.8200,3.7400,,
241602-1,Elves,Magazine Gift,2016,Jynx the Witch's Cat,,26,,,,,,,,,,,,0,0,0,,0,0,2.9700,3.1800,,
271601-1,Nexo Knights,Magazine Gift,2016,Lance,1,8,,,,,,,,,,,,0,0,0,,0,0,3.7700,3.7500,,
271602-1,Nexo Knights,Magazine Gift,2016,Jet Horse,,34,,,,,,,,,,,,0,0,0,,0,0,2.5600,,,
271603-1,Nexo Knights,Magazine Gift,2016,Robin,1,19,,,,,,,,,,,,0,0,0,,0,0,4.2000,2.1900,,
271604-1,Nexo Knights,Magazine Gift,2016,Two Globlin Spiders,,28,,,,,,,,,,,,0,0,0,,0,0,2.4900,3.1800,,
271605-1,Nexo Knights,Magazine Gift,2016,Lava Warrior,1,12,,,,,,,,,,,,0,0,0,,0,0,4.7800,2.0400,,
271606-1,Nexo Knights,Magazine Gift,2016,Knight Racer,,21,,,,,,,,,,,,0,0,0,,0,0,2.9300,1.6800,,
271607-1,Nexo Knights,Magazine Gift,2016,Firecracker Catapult,,17,,,,,,,,,,,,0,0,0,,0,0,3.0500,1.0100,,
271608-1,Nexo Knights,Magazine Gift,2016,Kid Clay,2,18,,,,,,,,,,,,0,0,0,,0,0,3.9400,2.7800,,
271609-1,Nexo Knights,Magazine Gift,2016,Bat-Gun,,29,,,,,,,,,,,,0,0,0,,0,0,3.7500,1.8100,,
271610-1,Nexo Knights,Magazine Gift,2016,Mighty Mech Bot,,34,,,,,,,,,,,,0,0,0,,0,0,3.6700,2.1800,,
271611-1,Nexo Knights,Magazine Gift,2016,Pilot Bot,1,13,,,,,,,,,,,,0,0,0,,0,0,3.6200,2.3200,,
471602-1,Friends,Magazine gift,2016,Pony Grooming Kit,,28,4.25,,,,,,,,,,,0,0,0,,0,0,5.4500,2.5500,,
561601-1,Friends,Magazine gift,2016,Parrot and Nest,,16,,,,,,,,,,,,0,0,0,,0,0,1.6700,,,
561602-1,Friends,Magazine gift,2016,Valentine's Post Box,,24,,,,,,,,,,,,0,0,0,,0,0,2.9700,1.6400,,
561603-1,Friends,Magazine gift,2016,Dog on stage,,20,,,,,,,,,,,,0,0,0,,0,0,2.2200,1.6900,,
561604-1,Friends,Magazine gift,2016,Chocolate Kitchen,,24,,,,,,,,,,,,0,0,0,,0,0,2.5200,1.1800,,
561605-1,Friends,Magazine gift,2016,Ice Cream Cart,,23,,,,,,,,,,,,0,0,0,,0,0,2.1900,2.1000,,
561606-1,Friends,Magazine gift,2016,Rabbit and hutch,,18,,,,,,,,,,,,0,0,0,,0,0,3.5300,,,
561607-1,Friends,Magazine gift,2016,Happy Beach,,17,,,,,,,,,,,,0,0,0,,0,0,4.7800,1.0000,,
561608-1,Friends,Magazine gift,2016,Cake stall,,29,,,,,,,,,,,,0,0,0,,0,0,3.2000,,,
561609-1,Friends,Magazine gift,2016,Olivia's Laboratory ,,19,,,,,,,,,,,,0,0,0,,0,0,3.9000,3.2600,,
561610-1,Friends,Magazine gift,2016,Halloween Shop,,27,,,,,,,,,,,,0,0,0,,0,0,3.2600,,,
561611-1,Friends,Magazine gift,2016,Gift wrapping table,,22,,,,,,,,,,,,0,0,0,,0,0,2.4500,2.1000,,
561612-1,Friends,Magazine gift,2016,Christmas Fireplace,,23,,,,,,,,,,,,0,0,0,,0,0,4.0600,4.0000,,
601601-1,Bionicle,Magazine Gift,2016,Scorpion,,19,3.5,,,,,,,,,,,0,0,0,,0,0,6.3000,3.4100,,
601602-1,Bionicle,Magazine Gift,2016,Ekimu Falcon,,29,,,,,,,,,,,,0,0,0,,0,0,6.5100,2.5000,,
850805-1,Gear,Housewares,2016,Drinking Bottle—Blue,,,6.99,,,7.99,,673419199025,,,,,,0,0,0,,0,0,,,,
850806-1,Gear,Housewares,2016,Drinking Bottle Pink,,,6.99,,,7.99,673419199032,673419199032,,,,,,0,0,0,,0,0,,,,
850817-1,Gear,Housewares,2016,Drinking Bottle,,,6.99,,,7.99,,,,,,,,0,0,0,,0,0,,,,
851332-1,Gear,Key Chains/LEGOLAND,2016,I Brick LEGOLAND Key Chain (Male),,,,,,,,673419254137,,,,,,0,0,0,,0,0,,,,
851354-1,Gear,Key Chains/Ninjago,2016,Wrayth,,,3.99,4.99,9.99,4.99,,673419239554,,,,,,0,0,0,,0,0,,,,
853503-1,Gear,Role-Play Toys,2016,NEXO KNIGHTS Macy's Mace,,,8.49,12.99,15.99,9.74,673419263887,673419263887,,,,,,0,0,0,,0,0,,,,
853504-1,Gear,Role-Play Toys,2016,NEXO KNIGHTS Clay's Sword,,,8.49,12.99,15.99,4.99,,,,,,,,0,0,0,,0,0,,,,
853505-1,Gear,Role-Play toys,2016,NK Sword Standard,,,6.99,9.99,11.99,7.99,,,,,,,,0,0,0,,0,0,,,,
853506-1,Gear,Role-Play toys,2016,NK Shield Standard,,,8.49,12.99,15.99,9.99,,,,,,,,0,0,0,,0,0,,,,
853507-1,Gear,Role-Play Toys,2016,Knight's Power Up Shield,,,12.99,,,14.99,673419253024,673419253024,,,,,,0,0,0,,0,0,,,,
853508-1,Gear,Role-Play Toys,2016,Monster's Shield,,,12.99,,,14.99,673419263917,673419263917,,,,,,0,0,0,,0,0,,,,
853510-1,Gear,Role-Play Toys,2016,NEXO KNIGHTS Knight s Dress Up,,,,19.99,24.99,,,,,,,,,0,0,0,,0,0,,,,
853511-1,Gear,Role-Play Toys,2016,FK Role Play Dress up Bad guy,,,,19.99,24.99,,,,,,,,,0,0,0,,0,0,,,,
853515-1,Nexo Knights,Battle Packs,2016,NEXO KNIGHTS Army-Building Set,4,35,10.99,14.99,17.99,12.99,,673419253062,,,,,,0,0,0,,0,0,18.0000,16.2800,,
853516-1,Nexo Knights,Battle Packs,2016,Monsters Army-Building Set,4,30,10.99,14.99,17.99,12.99,,673419253079,,,,,,0,0,0,,0,0,27.0500,9.9900,,
853517-1,Gear,Housewares,2016,NK Drinking Bottle,,,6.99,9.99,11.99,7.99,,,,,,,,0,0,0,,0,0,,,,
853518-1,Gear,Housewares,2016,NK Tumbler,,,6.99,7.99,9.99,7.99,,,,,,,,0,0,0,,0,0,,,,
853519-1,Gear,Playmats,2016,NK Playmat,,,10.99,14.99,17.99,6.49,,673419252416,,,,,,0,0,0,,0,0,,,,
853520-1,Gear,Key Chains/Nexo Knights,2016,Aaron Key Chain,,,3.99,4.99,5.99,4.99,,673419253109,,,,,,0,0,0,,0,0,,,,
853521-1,Gear,Key Chains/Nexo Knights,2016,Clay Key Chain,,,3.99,4.99,5.99,4.99,,673419253116,,,,,,0,0,0,,0,0,,,,
853522-1,Gear,Key Chains/Nexo Knights,2016,Macy Key Chain,,,3.99,4.99,5.99,2.49,,673419253123,,,,,,0,0,0,,0,0,,,,
853524-1,Gear,Key Chains/Nexo Knights,2016,Lance Key Chain,,,3.99,4.99,5.99,4.99,,673419253147,,,,,,0,0,0,,0,0,,,,
853525-1,Gear,Key Chains/Nexo Knights,2016,Keychain NK Jestro,,,3.99,4.99,5.99,2.49,,673419253154,,,,,,0,0,0,,0,0,,,,
853528-1,Gear,Stationery,2016,NEXO KNIGHTS Monsters Sketch Book,,,10.99,14.99,17.99,6.49,,,,,,,,0,0,0,,0,0,,,,
853529-1,Gear,Role-Play Toys,2016,NINJAGO Customizable Sword,,,14.99,19.99,24.99,17.99,673419263924,673419263924,,,,,,0,0,0,,0,0,,,,
853530-1,Gear,Role-Play Toys,2016,NINJAGO Skybound Shield,,,10.99,14.99,17.99,12.99,673419263931,673419263931,,,,,,0,0,0,,0,0,,,,
853532-1,Gear,Role-Play Toys,2016,NINJAGO Armor,,,,19.99,24.99,,,,,,,,,0,0,0,,0,0,,,,
853533-1,Gear,Clothing,2016,NINJAGO Bandana,,,5.99,7.99,9.99,6.99,673419253208,673419253208,,,,,,0,0,0,,0,0,,,,
853534-1,Gear,Key Chains/Ninjago,2016,Skybound Jay Key Chain,,,4.99,4.99,5.99,4.99,673419252423,673419252423,,,,,,0,0,0,,0,0,,,,
853538-1,Gear,Key Chains/Ninjago,2016,Skybound Cole Key Chain,,,3.99,4.99,5.99,4.99,,673419256612,,,,,,0,0,0,,0,0,,,,
853543-1,Gear,Miscellaneous,2016,Ninjago Party Set,,,5.99,7.99,9.99,6.99,,673419252485,,,,,,0,0,0,,0,0,,,,
853544-1,Ninjago,Skybound,2016,NINJAGO Accessory Set,4,36,10.99,14.99,17.99,12.99,,673419256629,,,,,,0,0,0,,0,0,32.5100,20.8100,,
853547-1,Gear,Key Chains/Friends,2016,Emma Key Chain,,,3.99,4.99,5.99,4.99,673419252317,673419252317,,,,,,0,0,0,,0,0,,,,
853548-1,Gear,Key Chains/Friends,2016,Andrea Key Chain,,,3.99,4.99,5.99,4.99,673419252324,673419252324,,,,,,0,0,0,,0,0,,,,
853549-1,Gear,Key Chains/Friends,2016,Mia Key Chain,,,4.99,4.99,5.99,4.99,673419252331,673419252331,,,,,,0,0,0,,0,0,,,,
853550-1,Gear,Key Chains/Friends,2016,Stephanie Key Chain,,,4.99,4.99,5.99,4.99,673419252348,673419252348,,,,,,0,0,0,,0,0,,,,
853551-1,Gear,Key Chains/Friends,2016,Olivia Key Chain,,,4.99,4.99,5.99,4.99,,673419252355,,,,,,0,0,0,,0,0,,,,
853552-1,Friends,Miscellaneous,2016,Hand-Foot-Fun,,77,,24.99,29.99,,,673419252959,,,,,,0,0,0,,0,0,,,,
853555-1,Gear,Stationery,2016,Campsite Scrapbook,,,10.99,14.99,17.99,6.49,,673419252362,,,,,,0,0,0,,0,0,,,,
853556-1,Friends,Adventure Camp,2016,Friends Mini-Doll Campsite Set,3,35,10.99,14.99,17.99,12.99,,673419252973,,,,,,0,0,0,,0,0,15.0000,,,
853559-1,Gear,Key Chains/Elves,2016,Emily Jones Key Chain,,,3.99,4.99,5.99,4.99,673419252874,673419252874,,,,,,0,0,0,,0,0,,,,
853560-1,Gear,Key Chains/Elves,2016,Elves Azari the Fire Elf Key Chain,,,3.99,4.99,5.99,4.99,673419252881,673419252881,,,,,,0,0,0,,0,0,,,,
853561-1,Gear,Key Chains/Elves,2016,Elves Aira the Wind Elf Key Chain,,,3.99,5.99,6.99,4.99,,673419252898,,,,,,0,0,0,,0,0,,,,
853562-1,Gear,Key Chains/Elves,2016,Elves Naida the Water Elf Key Chain,,,3.99,4.99,5.99,4.99,,673419252904,,,,,,0,0,0,,0,0,,,,
853563-1,Gear,Bag charms,2016,Elves Fledge the Baby Dragon Bag Charm,,,3.99,4.99,5.99,4.99,,673419252911,,,,,,0,0,0,,0,0,,,,
853564-1,Gear,Storage,2016,Elves Me and My Dragon Display,,,10.99,14.99,17.99,12.99,,673419252928,,,,,,0,0,0,,0,0,,,,
853565-1,Gear,Stationery,2016,Elves Emily Jones' Diary Sketch Book,,,10.99,14.99,17.99,6.49,,,,,,,,0,0,0,,0,0,,,,
853568-1,Gear,Key Chains/City,2016,Prison Guard Key Chain,,,3.99,4.99,5.99,2.49,,673419252294,,,,,,0,0,0,,0,0,,,,
853569-1,Gear,Stationery,2016,Notebook with Studs,,,8.49,12.99,15.99,9.99,,673419252980,,,,,,0,0,0,,0,0,,,,
853570-1,City,Prison Island,2016,Police Accessory Set,4,26,10.99,14.99,17.99,12.99,673419272162,673419252300,12,25,2,,,0,0,0,,0,0,14.3800,5.2300,,
853571-1,Gear,Key Chains/Miscellaneous,2016,Hot Dog Guy Key Chain,,,4.99,5.99,7.99,5.99,673419252379,673419252379,,,,,,0,0,0,,0,0,,,,
853572-1,Gear,Key Chains/Miscellaneous,2016,Bumble Bee Key Chain,,,3.99,4.99,5.99,4.99,673419252386,673419252386,,,,,,0,0,0,,0,0,,,,
853573-1,Gear,Key Chains/Miscellaneous,2016,Yellow Car Bag Charm,,,4.99,4.99,5.99,4.99,,673419252997,,,,,,0,0,0,,0,0,,,,
853574-1,Seasonal,Christmas,2016,Christmas Ornament Reindeer,,21,6.99,7.99,9.99,7.99,,673419256582,,,,,,0,0,0,,0,0,15.1700,7.6200,,
853575-1,Gear,Housewares,2016,Minifigure Cake Mold,,,12.99,12.99,15.99,14.99,673419256599,,,,,,,0,0,0,,0,0,,,,
853580-1,Gear,Housewares,2016,Key Rack,,,12.99,16.99,19.99,14.99,,673419256605,,,,,,0,0,0,,0,0,,,,
853590-1,Gear,Key Chains/Super Heroes,2016,Superman Key Chain ,,,4.99,4.99,5.99,4.99,673419258173,673419258173,,,,,,0,0,0,,0,0,,,,
853591-1,Gear,Key Chains/Super Heroes,2016,Batman Key Chain,,,4.99,4.99,5.99,4.99,673419258180,673419258180,,,,,,0,0,0,,0,0,,,,
853592-1,Gear,Key Chains/Marvel Super Heroes,2016,Black Widow Key Chain,,,4.99,4.99,5.99,4.99,,673419258197,,,,,,0,0,0,,0,0,,,,
853593-1,Gear,Key Chains/Marvel Super Heroes,2016,Captain America Key Chain,,,4.99,4.99,5.99,4.99,,673419258203,,,,,,0,0,0,,0,0,,,,
853599-1,Gear,Magnets/Minifigures,2016,New York Minifigure Magnet,,,,,,,,673419252164,,,,,,0,0,0,,0,0,,,,
853600-1,Gear,Magnets/Locations,2016,Statue of Liberty Magnet,1,,,5.99,,,,673419252270,,,,,,0,0,0,,0,0,,,,
853601-1,Gear,Key Chains/Locations,2016,New York Key Chain,,,,,,,,673419252287,,,,,,0,0,0,,0,0,,,,
853602-1,Gear,Key Chains/Star Wars,2016,Finn Key Chain,,,4.99,4.99,5.99,4.99,673419256636,,,,,,,0,0,0,,0,0,,,,
853603-1,Gear,Key Chains/Star Wars,2016,Rey Key Chain,,,4.99,4.99,5.99,4.99,673419256643,,,,,,,0,0,0,,0,0,,,,
853604-1,Gear,Key Chains/Star Wars,2016,BB 8 Key Chain,,,3.99,5.99,6.99,4.99,673419258159,673419258159,,,,,,0,0,0,,0,0,,,,
853605-1,Gear,Key Chains/Star Wars,2016,Poe Dameron Key Chain ,,,4.99,4.99,5.99,4.99,673419258166,,,,,,,0,0,0,,0,0,,,,
853609-1,Minecraft,Minifig-scale,2016,Skin Pack,4,25,10.99,14.99,17.99,12.99,,673419255257,,,,,,0,0,0,,0,0,27.0200,16.7500,,
853610-1,Minecraft,Minifig-scale,2016,Skin Pack,4,28,10.99,14.99,17.99,12.99,,673419255264,,,,,,0,0,0,,0,0,29.3400,24.3400,,
853611-1,Gear,Storage,2016,Marvel Super Heroes Minifigure Display Frame,,,12.99,16.99,19.99,14.99,,673419258548,,,,,,0,0,0,,0,0,,,,
891609-1,Ninjago,Magazine Gift,2016,Kai,1,13,3.25,,,,,,,,,,,0,0,0,,0,0,4.9600,3.5500,,
891610-1,Ninjago,Magazine Gift,2016,Clouse,1,8,3.25,,,,,,,,,,,0,0,0,,0,0,7.4700,3.7900,,
891611-1,Ninjago,Magazine Gift,2016,Cole,1,10,3.25,,,,,,,,,,,0,0,0,,0,0,4.1700,3.2000,,
891612-1,Ninjago,Magazine Gift,2016,Sqiffy,1,8,,,,,,,,,,,,0,0,0,,0,0,4.3100,1.9000,,
891613-1,Ninjago,Magazine Gift,2016,Kai's Dragon,,21,,,,,,,,,,,,0,0,0,,0,0,4.4200,2.1400,,
891614-1,Ninjago,Magazine Gift,2016,Cyren,1,10,,,,,,,,,,,,0,0,0,,0,0,4.1100,3.5100,,
891615-1,Ninjago,Magazine Gift,2016,Jay,1,8,,,,,,,,,,,,0,0,0,,0,0,5.8300,2.5400,,
891616-1,Ninjago,Magazine Gift,2016,Bucko ,1,9,,,,,,,,,,,,0,0,0,,0,0,3.6300,1.7200,,
891617-1,Ninjago,Magazine Gift,2016,Titanium Zane,1,8,,,,,,,,,,,,0,0,0,,0,0,5.2800,4.6700,,
891618-1,Ninjago,Magazine Gift,2016,Ronin,1,10,,,,,,,,,,,,0,0,0,,0,0,7.8100,4.6300,,
891619-1,Ninjago,Magazine Gift,2016,Pirate's Fighter,,22,,,,,,,,,,,,0,0,0,,0,0,3.0900,1.6500,,
891620-1,Ninjago,Magazine Gift,2016,Nya,1,10,,,,,,,,,,,,0,0,0,,0,0,3.9900,,,
911607-1,Star Wars,Magazine Gift,2016,Millennium Falcon,,42,,,,,,,,,,,,0,0,0,,0,0,6.4300,9.5900,,
911608-1,Star Wars,Magazine Gift,2016,Landspeeder,,37,,,,,,,,,,,,0,0,0,,0,0,4.2900,2.1700,,
911609-1,Star Wars,Magazine Gift,2016,Naboo Starfighter,,34,3.99,,,,,,,,,,,0,0,0,,0,0,5.0300,3.7900,,
911610-1,Star Wars,Magazine Gift,2016,Probe Droid,1,19,,,,,,,,,,,,0,0,0,,0,0,4.1600,3.1800,,
911611-1,Star Wars,Magazine Gift,2016,AAT,,37,3.99,,,,,,,,,,,0,0,0,,0,0,4.1900,3.7200,,
911612-1,Star Wars,Magazine Gift,2016,Acklay,,49,,,,,,,,,,,,0,0,0,,0,0,7.2500,4.9900,,
911613-1,Star Wars,Magazine Gift,2016,TIE Bomber,,26,,,,,,,,,,,,0,0,0,,0,0,4.7100,2.9600,,
911614-1,Star Wars,Magazine Gift,2016,Yoda's Hut,,29,,,,,,,,,,,,0,0,0,,0,0,5.2200,3.2100,,
911615-1,Star Wars,Magazine Gift,2016,AT-AT,,48,,,,,,,,,,,,0,0,0,,0,0,5.2700,3.3700,,
911616-1,Star Wars,Magazine Gift,2016,MTT,,45,,,,,,,,,,,,0,0,0,,0,0,4.4000,2.9600,,
911617-1,Star Wars,Magazine Gift,2016,Palpatine's Shuttle,,37,,,,,,,,,,,,0,0,0,,0,0,3.5600,1.4500,,
2000445-1,Education,Duplo,2016,Crossing the River,2,16,,,,,,,,,,,,0,0,0,,0,0,17.5900,,,
2000447-1,Education,,2016,Mini Milo,,31,,,,,,673419251327,,,,,,0,0,0,,0,0,2.5700,2.2300,,
2000448-1,Education,,2016,Max and Mia,2,9,,,,,,673419251334,,,,,,0,0,0,,0,0,3.6600,,,
2000451-1,Education,,2016,The Panama Canal,1,1184,,249.99,,,,673419272193,,,,,,0,0,0,,0,0,383.0200,213.5600,,
2000711-1,Education,,2016,WeDo Replacement Pack 2,,34,,,,,,673419236775,,,,,,0,0,0,,0,0,0.7200,,,
2000715-1,Education,,2016,WeDo 2.0 Replacement Pack,,109,,,,,,,,,,,,0,0,0,,0,0,10.9700,,,
2000716-1,Education,FIRST LEGO League Challenge,2016,Animal Allies Replacement Pack,,87,,,,,,,,,,,,0,0,0,,0,0,21.2500,,,
2005544-1,Education,Mindstorms,2016,Education EV3 Design Engineering Projects,,,,,,,,,,,,,,0,0,0,,0,0,,,,
2045300-1,Education,,2016,WeDo 2.0 Curriculum Pack,,,,,,,,,,,,,,0,0,0,,0,0,,,,
3850007-1,Miscellaneous,Pick A Model,2016,Elephant,,27,,,,,,673419238567,,,,,,0,0,0,,0,0,,,,
3850008-1,Miscellaneous,Pick A Model,2016,Jet,,18,,,,,,,,,,,,0,0,0,,0,0,,,,
3850009-1,Miscellaneous,Pick A Model,2016,Aircraft,,41,,,,,,673419256452,,,,,,0,0,0,,0,0,,,,
3850010-1,Miscellaneous,Pick A Model,2016,Butterfly,,45,,,,,,673419256469,,,,,,0,0,0,,0,0,,,,
3850011-1,Miscellaneous,Pick A Model,2016,Statue of Liberty,,58,,,,,,,,,,,,0,0,0,,0,0,16.2600,4.7600,,
3850012-1,Miscellaneous,Pick A Model,2016,Truck,,,,,,,,673419256483,,,,,,0,0,0,,0,0,,,,
3850013-1,Miscellaneous,Pick A Model,2016,Turtle,,,,,,,,,,,,,,0,0,0,,0,0,,,,
3850014-1,Miscellaneous,Pick A Model,2016,Snowplough,,44,,,,,,,,,,,,0,0,0,,0,0,,,,
3850015-1,Miscellaneous,Pick A Model,2016,Penguin,,,,,,,,,,,,,,0,0,0,,0,0,,2.4300,,
4000022-1,Miscellaneous,LEGO Inside Tour Exclusive,2016,LEGO Truck Show,8,816,,,,,5702015786430,,,,,,,0,0,0,,0,0,2862.1100,,,
4000023-1,Miscellaneous,LEGO internal,2016,Jiaxing Factory 2016,,406,,,,,,,,,,,,0,0,0,,0,0,370.9700,,,
4002016-1,Miscellaneous,Employee gift,2016,50 Years on Track,,1141,,,,,,673419268301,,,,,,0,0,0,,0,0,165.7600,140.3600,,
5002946-1,Marvel Super Heroes,Iron Man 3,2016,Silver Centurion,1,12,,,,,,673419240277,,,,,,0,0,0,,0,0,85.0200,70.0000,,
5004277-1,Gear,Storage,2016,4 stud Pink Storage Brick,,,17.99,,,19.99,5706773400393,,,,,,,0,0,0,,0,0,,,,
5004388-1,Nexo Knights,Promotional,2016,NEXO KNIGHTS Intro Pack,1,8,,,,,,673419251723,,,,,,0,0,0,,0,0,2.8600,1.0000,,
5004389-1,Nexo Knights,Promotional,2016,Battle Station,,19,,,,,,673419251730,,,,,,0,0,0,,0,0,1.7200,1.1200,,
5004390-1,Nexo Knights,Promotional,2016,King's Guard,1,5,,,,,,673419258227,,,,,,0,0,0,,0,0,4.3200,2.3500,,
5004391-1,Ninjago,Skybound,2016,Sky Pirates Battle,2,32,,,,,,,,,,,,0,0,0,,0,0,10.8300,,,
5004393-1,Ninjago,Promotional,2016,Cole,1,7,,,,,,673419258234,,,,,,0,0,0,,0,0,16.7300,13.8400,,
5004395-1,Friends,Accessories,2016,Jewelry and Sticker Pack,,16,,,,,,,,,,,,0,0,0,,0,0,3.5900,,,
